input,groundtruth,prediction
generating core.12212,generating core.<*>,The template is 'generating core. <*>'.</s>
generating core.3343,generating core.<*>,The template is 'generating core.3343'</s>
generating core.19942,generating core.<*>,The template is 'generating core.19942'</s>
generating core.18324,generating core.<*>,The template is 'generating core. <*>'.</s>
generating core.3510,generating core.<*>,The template is 'generating core.3510'</s>
generating core.17851,generating core.<*>,The template is 'generating core. <*>'.</s>
generating core.30632,generating core.<*>,The template is 'generating core.30632'</s>
generating core.26735,generating core.<*>,The template is 'generating core.26735'</s>
generating core.18689,generating core.<*>,The template is 'generating core. <*>'.</s>
generating core.27698,generating core.<*>,The template is 'generating core.27698'</s>
generating core.10645,generating core.<*>,The template is 'generating core. <*>'.</s>
generating core.5009,generating core.<*>,The template is 'generating core.5009'</s>
generating core.5785,generating core.<*>,The template is 'generating core.5785'</s>
generating core.4505,generating core.<*>,The template is 'generating core.4505'</s>
generating core.27577,generating core.<*>,The template is 'generating core.27577'</s>
generating core.32755,generating core.<*>,The template is 'generating core.32755'</s>
generating core.30675,generating core.<*>,The template is 'generating core.30675'</s>
generating core.11493,generating core.<*>,The template is 'generating core. <*>'.</s>
generating core.5671,generating core.<*>,The template is 'generating core.5671'</s>
generating core.27926,generating core.<*>,The template is 'generating core.27926'</s>
generating core.15967,generating core.<*>,The template is 'generating core.15967'</s>
generating core.24172,generating core.<*>,The template is 'generating core.24172'</s>
generating core.29732,generating core.<*>,The template is 'generating core.29732'</s>
generating core.17526,generating core.<*>,The template is 'generating core. <*>'.</s>
generating core.19481,generating core.<*>,The template is 'generating core. <*>'.</s>
generating core.23873,generating core.<*>,The template is 'generating core.23873'</s>
generating core.14603,generating core.<*>,The template is 'generating core. <*>'.</s>
generating core.15737,generating core.<*>,The template is 'generating core. <*>'.</s>
generating core.23119,generating core.<*>,The template is 'generating core.23119'</s>
generating core.14824,generating core.<*>,The template is 'generating core. <*>'.</s>
generating core.15648,generating core.<*>,The template is 'generating core.15648'</s>
generating core.7156,generating core.<*>,The template is 'generating core.7156'</s>
generating core.22967,generating core.<*>,The template is 'generating core.22967'</s>
generating core.3980,generating core.<*>,The template is 'generating core.3980'</s>
generating core.11473,generating core.<*>,The template is 'generating core. <*>'.</s>
generating core.13043,generating core.<*>,The template is 'generating core. <*>'.</s>
generating core.28011,generating core.<*>,The template is 'generating core.28011'</s>
generating core.27197,generating core.<*>,The template is 'generating core.27197'</s>
generating core.27704,generating core.<*>,The template is 'generating core.27704'</s>
generating core.9337,generating core.<*>,The template is 'generating core.9337'</s>
generating core.22886,generating core.<*>,The template is 'generating core.22886'</s>
generating core.22325,generating core.<*>,The template is 'generating core.22325'</s>
generating core.23998,generating core.<*>,The template is 'generating core.23998'</s>
ciod: Error creating node map from file /home/pakin1/sweep3d-2.2b/results/random1-8x32x32x2.map: Permission denied,ciod: Error creating node map from file <*>: Permission denied,The template is 'ciod: Error creating node map from file <*> terminating'.</s>
ciod: Z coordinate 32 exceeds physical dimension 32 at line 33 of node map file /p/gb2/pakin1/contention-32768cpes-torus/xyzt-1x1x32768x1.map,ciod: Z coordinate <*> exceeds physical dimension <*> at line <*> of node map file <*>,The template is 'ciod: Z coordinate <*> exceeds physical dimension <*> at line <*> of node map file <*>'.</s>
generating core.4615,generating core.<*>,The template is 'generating core.4615'</s>
generating core.1682,generating core.<*>,The template is 'generating core.1682'</s>
generating core.896,generating core.<*>,The template is 'generating core.896'</s>
generating core.4675,generating core.<*>,The template is 'generating core.4675'</s>
generating core.84,generating core.<*>,The template is 'generating core.84'</s>
generating core.1227,generating core.<*>,The template is 'generating core. <*>'.</s>
"1 ddr errors(s) detected and corrected on rank 0, symbol 33, bit 7","<*> ddr errors(s) detected and corrected on rank <*>, symbol <*>, bit <*>","The template is 'DDR errors(s) detected and corrected on rank <*>, symbol <*>, bit <*>'.</s>"
generating core.59955,generating core.<*>,The template is 'generating core.59955'</s>
generating core.38143,generating core.<*>,The template is 'generating core.38143'</s>
generating core.41718,generating core.<*>,The template is 'generating core.41718'</s>
generating core.29431,generating core.<*>,The template is 'generating core.29431'</s>
generating core.33399,generating core.<*>,The template is 'generating core.33399'</s>
generating core.11379,generating core.<*>,The template is 'generating core. <*>'.</s>
generating core.36339,generating core.<*>,The template is 'generating core.36339'</s>
generating core.42833,generating core.<*>,The template is 'generating core.42833'</s>
generating core.20595,generating core.<*>,The template is 'generating core.20595'</s>
generating core.17560,generating core.<*>,The template is 'generating core. <*>'.</s>
generating core.17212,generating core.<*>,The template is 'generating core. <*>'.</s>
generating core.26131,generating core.<*>,The template is 'generating core.26131'</s>
generating core.45777,generating core.<*>,The template is 'generating core.45777'</s>
generating core.62940,generating core.<*>,The template is 'generating core.62940'</s>
generating core.27867,generating core.<*>,The template is 'generating core.27867'</s>
generating core.21016,generating core.<*>,The template is 'generating core.21016'</s>
generating core.465,generating core.<*>,The template is 'generating core.465'</s>
generating core.55352,generating core.<*>,The template is 'generating core.55352'</s>
generating core.44723,generating core.<*>,The template is 'generating core.44723'</s>
generating core.36787,generating core.<*>,The template is 'generating core.36787'</s>
generating core.29903,generating core.<*>,The template is 'generating core.29903'</s>
generating core.33706,generating core.<*>,The template is 'generating core.33706'</s>
generating core.8879,generating core.<*>,The template is 'generating core.8879'</s>
generating core.50505,generating core.<*>,The template is 'generating core.50505'</s>
generating core.29899,generating core.<*>,The template is 'generating core.29899'</s>
generating core.46536,generating core.<*>,The template is 'generating core.46536'</s>
generating core.50988,generating core.<*>,The template is 'generating core.50988'</s>
generating core.22273,generating core.<*>,The template is 'generating core.22273'</s>
generating core.46157,generating core.<*>,The template is 'generating core.46157'</s>
generating core.59042,generating core.<*>,The template is 'generating core.59042'</s>
generating core.29543,generating core.<*>,The template is 'generating core.29543'</s>
generating core.22119,generating core.<*>,The template is 'generating core.22119'</s>
generating core.4900,generating core.<*>,The template is 'generating core.4900'</s>
generating core.30256,generating core.<*>,The template is 'generating core.30256'</s>
generating core.64146,generating core.<*>,The template is 'generating core.64146'</s>
generating core.58328,generating core.<*>,The template is 'generating core.58328'</s>
generating core.20241,generating core.<*>,The template is 'generating core.20241'</s>
